Timestamp,User_Text,P_text_argmax,P_face_argmax,Face_Detected,Failure_Reasons,Active_Alpha,Text_Confidence,Face_Confidence,Fused_Confidence,P_text,P_face,P_fusion,Fused_Emotion,Dissonance_Flag,Dissonance_Severity,Latency_ms,Generated_Response
2026-04-21 20:58:30,I lost my grandfather today!,Sad,Sad,True,,0.5,,,,"[0.030547873805385033, 0.03047090410668661, 0.010040504445975996, 0.14978193365474338, 0.47906677944579956, 0.008695227688748395, 0.2913967768526611]","[0.04210126014375853, 0.0, 0.25134620242768185, 0.0, 0.5445214125879716, 0.008625593018377776, 0.1534055318222102]","[0.03632456697457178, 0.015235452053343305, 0.13069335343682892, 0.07489096682737169, 0.5117940960168856, 0.008660410353563085, 0.22240115433743562]",Sad,False,0.1433645081947389,1197.8306770324707,That sounds really tough. I'm here for you.
2026-04-21 20:59:06,I lost my grandfather today! but I am good,Happy,Neutral,True,,0.8,,,,"[0.019970899490785073, 0.02007818189584617, 0.0066225066122348325, 0.4178173710962821, 0.33761608376299196, 0.005757396310138488, 0.19213756083172134]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.015976719592628058, 0.016062545516676935, 0.005298005289787866, 0.33425389687702567, 0.2700928670103936, 0.004605917048110791, 0.35371004866537703]",Neutral,True,0.6636671411130397,977.4558544158936,Your expressions seem to be telling a slightly different story. Let's talk about it.
2026-04-21 21:13:58,My brother job in tamucc today,Neutral,Happy,True,,0.5,,,,"[0.027880404046602268, 0.03327758520987462, 0.008830892246160106, 0.06136759879949459, 0.016079350616883484, 0.012608991155621327, 0.8399551779253636]","[0.0, 0.0, 0.004223551804094774, 0.8947281422603535, 0.0043695443915482655, 0.00789190903604206, 0.08878685250796148]","[0.013940202023301134, 0.01663879260493731, 0.00652722202512744, 0.47804787052992403, 0.010224447504215875, 0.010250450095831695, 0.4643710152166625]",Happy,True,0.8290276413896955,1063.0197525024414,I've been working in tamucc for two years now.
2026-04-21 21:14:32,My brother job in tamucc today,Neutral,Happy,True,,0.7,,,,"[0.03348559412518176, 0.03346592473904847, 0.011048933234392136, 0.16556695086449677, 0.0321957976292798, 0.009591140500624823, 0.7146456589069763]","[0.0, 0.0, 0.004223551804094774, 0.8947281422603535, 0.0043695443915482655, 0.00789190903604206, 0.08878685250796148]","[0.02343991588762723, 0.023426147317333928, 0.009001318805302928, 0.38431530828325383, 0.02384792165796034, 0.009081371061249994, 0.5268880169872718]",Neutral,True,0.6798616344664263,854.9900054931641,I've been working in tamucc for two years now.
2026-04-21 21:14:43,My brother job in tamucc today,Neutral,,False,No Face Detected.,1.0,,,,"[0.03348559412518176, 0.03346592473904847, 0.011048933234392136, 0.16556695086449677, 0.0321957976292798, 0.009591140500624823, 0.7146456589069763]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.03348559412518176, 0.03346592473904847, 0.011048933234392136, 0.16556695086449677, 0.0321957976292798, 0.009591140500624823, 0.7146456589069763]",Neutral,False,0.0,114.31884765625,I understand. Thanks for sharing.
2026-04-21 21:14:51,My brother job in tamucc today,Neutral,Happy,True,,0.7,,,,"[0.03348559412518176, 0.03346592473904847, 0.011048933234392136, 0.16556695086449677, 0.0321957976292798, 0.009591140500624823, 0.7146456589069763]","[0.0, 0.0, 0.0016040445745343817, 0.9444194242211815, 0.0022150263198792955, 0.00396990939890443, 0.047791595485500445]","[0.02343991588762723, 0.023426147317333928, 0.008215466636434809, 0.39922269287150225, 0.023201566236459647, 0.007904771170108705, 0.5145894398805335]",Neutral,True,0.7260615732003356,844.3033695220947,I've been working in tamucc for two years now.
2026-04-21 21:47:56,i got my new car today and had a blast!,Neutral,None,False,No Face Detected.,1.0,0.838505338161505,0.0,0.838505338161505,"[0.0278029187338343, 0.03331162134321841, 0.008857435606996446, 0.06257494909086847, 0.016252041306588277, 0.012695695756989187, 0.838505338161505]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0278029187338343, 0.03331162134321841, 0.008857435606996446, 0.06257494909086847, 0.016252041306588277, 0.012695695756989187, 0.838505338161505]",Neutral,False,0.0,1569.7546005249023,I hear you. Let me know if you need anything.
2026-04-21 21:48:09,i got my new car today and had a blast!,Neutral,Happy,True,,0.5,0.838505338161505,0.8573977922672805,0.4599863706790745,"[0.0278029187338343, 0.03331162134321841, 0.008857435606996446, 0.06257494909086847, 0.016252041306588277, 0.012695695756989187, 0.838505338161505]","[0.0, 0.0, 0.021501920279431885, 0.8573977922672805, 0.040312123648952335, 0.0061142648625943504, 0.0746738989417409]","[0.01390145936691715, 0.016655810671609206, 0.015179677943214166, 0.4599863706790745, 0.028282082477770306, 0.009404980309791769, 0.45658961855162294]",Happy,True,0.8385644154986555,677.6282787322998,Happy birthday to you and your family.
2026-04-21 21:48:33,i got my new car today and had a blast!,Happy,Happy,True,,0.5,0.6003816434835555,0.8573977922672805,0.728889717875418,"[0.030251021091518587, 0.030413527657622414, 0.010031475412405762, 0.6003816434835555, 0.02937915676889357, 0.008754811874273807, 0.2907883637117304]","[0.0, 0.0, 0.021501920279431885, 0.8573977922672805, 0.040312123648952335, 0.0061142648625943504, 0.0746738989417409]","[0.015125510545759294, 0.015206763828811207, 0.015766697845918824, 0.728889717875418, 0.03484564020892295, 0.007434538368434079, 0.18273113132673563]",Happy,False,0.06740158372616478,144.66094970703125,You should be proud of yourself!
2026-04-21 21:49:02,i got my new car today and had a blast!,Happy,Fear,True,Multiple faces detected. Using the largest bounding box.,0.7,0.6003816434835555,0.44764204743648855,0.4703500411030876,"[0.030251021091518587, 0.030413527657622414, 0.010031475412405762, 0.6003816434835555, 0.02937915676889357, 0.008754811874273807, 0.2907883637117304]","[0.3337426233810594, 0.0159850702420222, 0.44764204743648855, 0.1669429688819959, 0.02418989667584771, 0.011497393382586254, 0.0]","[0.12129850177838085, 0.02608499043294235, 0.14131464701963065, 0.4703500411030876, 0.027822378740979814, 0.009577586326767541, 0.20355185459821126]",Happy,True,0.7027203232386419,622.6081848144531,Happy birthday to you and your family.
2026-04-23 13:49:53,I am Glad that I eat my food on time today!,Neutral,Fear,True,,0.7,0.7126870763841001,0.5206969618735456,0.5424974935404382,"[0.03337483444089108, 0.033633333624071074, 0.01108296577230752, 0.16706245252840818, 0.03248685375636095, 0.009672483493861085, 0.7126870763841001]","[0.031798133312524256, 0.0, 0.5206969618735456, 0.0, 0.2675567011565463, 0.03455973675215681, 0.14538846690522703]","[0.03290182410238103, 0.023543333536849752, 0.163967164602679, 0.11694371676988571, 0.10300780797641657, 0.017138659471349803, 0.5424974935404382]",Neutral,True,0.7311138305649538,1566.422462463379,Your expressions seem to be telling a slightly different story. Let's talk about it.
2026-04-23 13:50:05,I am Glad that I eat my food on time today!,Neutral,Happy,True,,0.7,0.7126870763841001,0.9137315541018829,0.5067672640221722,"[0.03337483444089108, 0.033633333624071074, 0.01108296577230752, 0.16706245252840818, 0.03248685375636095, 0.009672483493861085, 0.7126870763841001]","[0.01077685058681104, 0.0, 0.018643331059193483, 0.9137315541018829, 0.030560562407772066, 0.0, 0.026287701844340445]","[0.02659543928466707, 0.023543333536849752, 0.01335107535837331, 0.3910631830004506, 0.031908966351784286, 0.006770738445702759, 0.5067672640221722]",Neutral,True,0.7425992484790658,751.1684894561768,I'm sensing some mixed feelings here. Everything okay?
2026-04-23 13:50:39,I am Glad that I eat my food on time today!,Neutral,Happy,True,,0.2,0.7126870763841001,0.9137315541018829,0.764397733787188,"[0.03337483444089108, 0.033633333624071074, 0.01108296577230752, 0.16706245252840818, 0.03248685375636095, 0.009672483493861085, 0.7126870763841001]","[0.01077685058681104, 0.0, 0.018643331059193483, 0.9137315541018829, 0.030560562407772066, 0.0, 0.026287701844340445]","[0.015296447357627049, 0.006726666724814215, 0.01713125800181629, 0.764397733787188, 0.030945820677489844, 0.0019344966987722171, 0.1635675767522924]",Happy,True,0.7425992484790658,687.3655319213867,It seems like you might be feeling differently than what you just shared. Want to talk about it?
2026-04-23 13:51:07,I am Glad that I eat my food on time today!,Neutral,Happy,True,,0.9,0.7126870763841001,0.9137315541018829,0.6440471389301242,"[0.03337483444089108, 0.033633333624071074, 0.01108296577230752, 0.16706245252840818, 0.03248685375636095, 0.009672483493861085, 0.7126870763841001]","[0.01077685058681104, 0.0, 0.018643331059193483, 0.9137315541018829, 0.030560562407772066, 0.0, 0.026287701844340445]","[0.031115036055483075, 0.030270000261663967, 0.011839002300996116, 0.24172936268575562, 0.03229422462150206, 0.008705235144474976, 0.6440471389301242]",Neutral,True,0.7425992484790658,764.6265029907227,I'm sensing some mixed feelings here. Everything okay?
2026-04-23 13:51:47,I am Glad that I eat my food on time today!,Neutral,Happy,True,Multiple faces detected. Using the largest bounding box.,0.9,0.7126870763841001,0.7453826790943823,0.6440280735922784,"[0.03337483444089108, 0.033633333624071074, 0.01108296577230752, 0.16706245252840818, 0.03248685375636095, 0.009672483493861085, 0.7126870763841001]","[0.04359138481791395, 0.0, 0.11605989977696458, 0.7453826790943823, 0.06886898784485661, 0.0, 0.026097048465882625]","[0.03439648947859336, 0.030270000261663967, 0.021580659172773225, 0.22489447518500558, 0.036125067165210516, 0.008705235144474976, 0.6440280735922784]",Neutral,True,0.7343739794394075,726.2210845947266,Your expressions seem to be telling a slightly different story. Let's talk about it.
2026-04-23 13:54:18,I am so good today! I got my job!,Neutral,Happy,True,,0.5,0.8388886249268354,0.7423560598197884,0.43152279444404085,"[0.027795891886563142, 0.03330320223881522, 0.008855196998603551, 0.06232809513324127, 0.016185455737639003, 0.012643533078302403, 0.8388886249268354]","[0.02028604808108516, 0.0, 0.07787553804459656, 0.7423560598197884, 0.1353253900932836, 0.0, 0.024156963961246333]","[0.02404096998382415, 0.01665160111940761, 0.04336536752160006, 0.4023420774765148, 0.07575542291546129, 0.0063217665391512015, 0.43152279444404085]",Neutral,True,0.8906173989264407,574.8555660247803,It seems like you might be feeling differently than what you just shared. Want to talk about it?
2026-04-23 13:54:42, I got my job!,Neutral,Happy,True,,0.5,0.8391304981044077,0.7423560598197884,0.431643731032827,"[0.02828116168795993, 0.03375349968793039, 0.008856493555725117, 0.06119390991940924, 0.016187825574008052, 0.012596611470559635, 0.8391304981044077]","[0.02028604808108516, 0.0, 0.07787553804459656, 0.7423560598197884, 0.1353253900932836, 0.0, 0.024156963961246333]","[0.024283604884522546, 0.016876749843965196, 0.043366015800160834, 0.4017749848695988, 0.07575660783364582, 0.006298305735279818, 0.431643731032827]",Neutral,True,0.8919328029928549,558.1192970275879,I'm sensing some mixed feelings here. Everything okay?
2026-04-23 13:55:11,I am very happy today,Neutral,Happy,True,,0.0,0.8395160843043439,0.5093211918254763,0.5093211918254763,"[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]","[0.0225600071069693, 0.0, 0.0563088098885069, 0.5093211918254763, 0.0648187181498133, 0.0, 0.3469912730292342]","[0.0225600071069693, 0.0, 0.0563088098885069, 0.5093211918254763, 0.0648187181498133, 0.0, 0.3469912730292342]",Happy,True,0.38154284211717604,472.77164459228516,Your expressions seem to be telling a slightly different story. Let's talk about it.
2026-04-23 13:55:31,I am very happy today,Neutral,Happy,True,,0.5,0.8395160843043439,0.5093211918254763,0.593253678666789,"[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]","[0.0225600071069693, 0.0, 0.0563088098885069, 0.5093211918254763, 0.0648187181498133, 0.0, 0.3469912730292342]","[0.025331563767322655, 0.01673931052736751, 0.03258846118655926, 0.2852976913458235, 0.04048272595601135, 0.006306568550126708, 0.593253678666789]",Neutral,True,0.38154284211717604,371.6256618499756,I'm sensing some mixed feelings here. Everything okay?
2026-04-23 13:55:56,I am very happy today,Neutral,Happy,True,,1.0,0.8395160843043439,0.5093211918254763,0.8395160843043439,"[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]","[0.0225600071069693, 0.0, 0.0563088098885069, 0.5093211918254763, 0.0648187181498133, 0.0, 0.3469912730292342]","[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]",Neutral,True,0.38154284211717604,532.1445465087891,It seems like you might be feeling differently than what you just shared. Want to talk about it?
2026-04-23 14:00:18,I am feeling down today,Neutral,Neutral,True,,0.0,0.8395160843043439,1.0,1.0,"[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Neutral,False,0.004344181474051911,1064.4755363464355,That makes sense. Tell me more.
2026-04-23 14:00:47,I am feeling down today,Neutral,Happy,True,Multiple faces detected. Using the largest bounding box.,1.0,0.8395160843043439,0.9343935955872978,0.8395160843043439,"[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]","[0.0053244004246804505, 0.0, 0.015174902666271757, 0.9343935955872978, 0.015888958005822986, 0.0007595397699900262, 0.02845860354593686]","[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]",Neutral,True,0.8963849477189233,641.7901515960693,I'm sensing some mixed feelings here. Everything okay?
2026-04-23 14:02:54,I am feeling down today,Neutral,Happy,True,,0.5,0.8395160843043439,0.6817073765109708,0.4346696046096346,"[0.028103120427676008, 0.03347862105473502, 0.008868112484611614, 0.0612741908661707, 0.016146733762209403, 0.012613137100253417, 0.8395160843043439]","[0.030434948414089405, 0.0, 0.11018995002315095, 0.6817073765109708, 0.1478446001368635, 0.0, 0.02982312491492532]","[0.029269034420882706, 0.01673931052736751, 0.05952903125388128, 0.37149078368857075, 0.08199566694953646, 0.006306568550126708, 0.4346696046096346]",Neutral,True,0.8809337044337884,553.4589290618896,Your expressions seem to be telling a slightly different story. Let's talk about it.
